user_id,cluster_label,is_medoid,sil_score
SC1101012001002,1,False,0.6881318434675854
SC1101012001003,1,False,0.7968849167246111
SC1101012002001,1,False,0.27415908286749585
SC1101012002002,1,False,0.27547084816178474
SC1101012003001,1,False,0.8031388431146869
SC1101012003002,1,False,0.799877845042141
SC1101012004001,1,False,0.7846589319001122
SC1101012004002,1,False,0.8444698946093528
SC1101012015001,1,False,0.8068190891958008
SC1101012015002,1,False,0.792924827319235
SC1101012015003,1,False,0.719327445334888
SC1101012016001,1,False,0.8359696307686313
SC1101012016002,1,False,0.8205322249524358
SC1101012017001,1,False,0.8369565187142863
SC1101022001001,1,False,0.77108232077885
SC1101022001002,1,False,0.8123087366905843
SC1101022002001,1,False,0.6553315706471707
SC1101022002002,1,False,0.8121199109279856
SC1101022002003,1,False,0.7965927576759765
SC1101022002004,1,False,0.2698882167413891
SC1101022004001,1,False,0.7452900666884075
SC1101022005001,0,False,0.8879847715541125
SC1101022005002,1,False,0.7502665273334225
SC1101022005003,0,False,0.9208567473138588
SC1101022005004,1,False,0.7811123854679677
SC1101022006001,0,False,0.8979301103740527
SC1101022006002,1,False,0.8342522397891351
SC1101022006003,1,False,0.6592066625942528
SC1101022006004,0,False,0.9308833425421222
SC1101022007001,0,False,0.9085014436031382
SC1101022007002,1,False,0.839455516497996
SC1101022007003,1,False,0.820633740335847
SC1101022007005,0,False,0.9025739341030938
SC1101022008001,1,False,0.7688901249149809
SC1101022008002,1,False,0.6388483613369803
SC1101022008003,1,False,0.8156986488306229
SC1101022009001,1,False,0.2811543220795696
SC1101022009002,1,False,0.28412635028892325
SC1101022009003,1,False,0.8091162626641113
SC1101022010001,0,False,0.9185645964663761
SC1101022010003,1,False,0.6530956440584158
SC1101022011001,1,False,0.7919763515821099
SC1101022011002,1,False,0.797613954560471
SC1101022011003,1,False,0.8055418570362675
SC1101022011004,1,False,0.8273014651783502
SC1101022011005,1,False,0.7294156236114165
SC1101022011006,1,False,0.8034081245854346
SC1101022012001,1,False,0.7808667880661868
SC1101022012002,0,False,0.9300151917865238
SC1101022012003,1,False,0.7934984880611211
SC1101022013001,1,False,0.771488038935725
SC1101022013002,1,False,0.8184369244121662
SC1101022013003,1,False,0.7699288784555719
SC1101022014001,1,False,0.8122645558443498
SC1101022015001,1,False,0.28196877499985745
SC1101022015002,1,False,0.8109674537812659
SC1101022015003,1,False,0.8368610906174482
SC1101022016001,1,False,0.8302168143742833
SC1101022017001,0,False,0.8880721292648707
SC1101022018001,2,False,0.6867558429305538
SC1101022018002,1,False,0.8088933446491484
SC1101022018003,1,False,0.8404955488736856
SC1101022018004,0,False,0.9361228893306129
SC1101022020001,1,False,0.8328798446043708
SC1101022020002,1,False,0.6246145254024589
SC1101022020003,1,False,0.8006464888766681
SC1101022020004,1,False,0.801984826617958
SC1101022020006,1,False,0.8272686899248839
SC1101022020007,1,False,0.7318305748197498
SC1101022020008,1,False,0.8372749665187762
SC1101032001001,1,False,0.8118534988479665
SC1101032001002,0,False,0.9291492569157777
SC1101032001003,1,False,0.7711956307073954
SC1101032001004,1,False,0.769190648110348
SC1101032002001,1,False,0.7666171289823709
SC1101032002002,1,False,0.833324564418615
SC1101032003001,1,False,0.8033709487635476
SC1101032003002,1,False,0.818477041639973
SC1101032004001,1,False,0.8273251863132098
SC1101032004002,1,False,0.8284408146641926
SC1101032005001,1,False,0.285120345955103
SC1101032007001,1,False,0.8409366036109204
SC1101032007002,1,False,0.812645208487205
SC1101032007003,1,False,0.2787281992609177
SC1101032007004,1,False,0.6550739057089469
SC1101032007005,1,False,0.2833006089173552
SC1101032007006,1,False,0.7865289842612845
SC1101032007007,1,False,0.7935500052712323
SC1101032008001,1,False,0.7618059805559377
SC1101032008002,0,False,0.907071751610642
SC1101032009001,0,False,0.9181435125791874
SC1101032010001,1,False,0.6454599216615182
SC1101032011001,1,False,0.7683686082080209
SC1101032012001,1,False,0.8124882782694105
SC1101032012002,1,False,0.7758905234317693
SC1101032013001,0,False,0.8953027473598094
SC1101032014001,1,False,0.8270906614779184
SC1101032014002,1,False,0.7840452521577728
SC1101032014003,1,False,0.7578172145546421
SC1101032014004,1,False,0.8403061065215948
SC1101032015001,1,False,0.8088222636963014
SC1101032015002,1,False,0.8400891494305328
SC1101032015003,1,False,0.6551096886257249
SC1101032015004,1,False,0.8141339230172442
SC1101032016001,1,False,0.8290927044923051
SC1101032016002,1,False,0.2745740726077891
SC1101032017001,1,False,0.28011232431327054
SC1101032017003,0,False,0.9237122485191969
SC1101032017004,1,False,0.836228652075737
SC1101032017005,1,False,0.7740213973608198
SC1101042001002,1,False,0.8116214054436389
SC1101042001003,0,False,0.9028140813674169
SC1101042002001,1,False,0.8054532001583068
SC1101042002002,1,False,0.6224054571501203
SC1101042002003,1,False,0.7732778606969163
SC1101042003001,1,False,0.6628221590799124
SC1101042003002,1,False,0.809366345750244
SC1101042003003,1,False,0.7882170247505971
SC1101042004001,1,False,0.8321355866508443
SC1101042004003,1,False,0.6407198506374938
SC1101042005001,1,False,0.2568331324003122
SC1101042006001,1,False,0.8300532693929534
SC1101042006002,1,False,0.6623559419112389
SC1101042007001,1,False,0.8019579376506359
SC1101042007002,1,False,0.7339464652837207
SC1101042007003,0,False,0.9353306266235816
SC1101042007004,1,False,0.7782078732436597
SC1101042008001,1,False,0.8319820093119881
SC1101042010001,1,False,0.7703891133910179
SC1101042011002,1,False,0.7169252122385308
SC1101042012001,1,False,0.6811185273875141
SC1101042012002,1,False,0.8236569880936698
